Time,ID,Grade,A,B,C,D,F,N
2020-02-26 07:02:12,001020,N,0.00,0.00,0.00,0.00,0.00,0.99
2020-02-26 07:51:56,001021,B,0.07,0.59,0.17,0.16,0.01,0.00
2020-02-26 07:56:02,001022,A,1.00,0.00,0.00,0.00,0.00,0.00
2020-02-26 08:00:34,001023,B,0.05,0.62,0.23,0.09,0.01,0.00
2020-02-26 08:18:03,001024,A,0.33,0.30,0.29,0.07,0.01,0.00
2020-02-26 08:25:18,001025,C,0.00,0.07,0.72,0.11,0.10,0.00
2020-02-26 08:28:31,001026,B,0.11,0.77,0.06,0.05,0.01,0.00
2020-02-26 08:41:19,001027,A,0.86,0.10,0.01,0.02,0.00,0.00
2020-02-26 08:41:28,001028,A,0.84,0.14,0.01,0.00,0.00,0.00
2020-02-26 08:52:25,001029,A,0.96,0.03,0.01,0.00,0.00,0.00
2020-02-26 08:58:16,001030,B,0.05,0.52,0.38,0.05,0.01,0.00
2020-02-26 09:02:54,001031,A,0.96,0.04,0.00,0.00,0.00,0.00
2020-02-26 09:03:50,001032,A,0.93,0.05,0.00,0.00,0.00,0.00
2020-02-26 09:05:00,001033,A,0.72,0.12,0.04,0.11,0.01,0.00
2020-02-26 09:05:59,001034,A,0.90,0.06,0.03,0.01,0.00,0.00
2020-02-26 09:06:10,001035,B,0.06,0.81,0.08,0.04,0.00,0.00
2020-02-26 09:06:55,001036,A,0.93,0.06,0.01,0.00,0.00,0.01
2020-02-26 09:11:13,001037,B,0.30,0.68,0.02,0.01,0.00,0.00
2020-02-26 09:11:37,001038,A,0.70,0.28,0.01,0.01,0.00,0.00
2020-02-26 09:20:24,001039,A,0.80,0.07,0.01,0.01,0.00,0.12
2020-02-26 09:21:51,001040,B,0.08,0.73,0.08,0.09,0.02,0.00
2020-02-26 09:22:12,001041,C,0.09,0.28,0.37,0.12,0.04,0.09
2020-02-26 09:24:00,001042,B,0.09,0.80,0.10,0.01,0.00,0.00
2020-02-26 09:30:19,001043,B,0.04,0.43,0.13,0.27,0.13,0.00
2020-02-26 09:40:14,001044,C,0.03,0.24,0.35,0.33,0.06,0.00
2020-02-26 09:40:18,001045,A,0.92,0.04,0.01,0.02,0.01,0.01
2020-02-26 09:48:50,001046,A,0.77,0.15,0.03,0.01,0.00,0.04
2020-02-26 10:07:08,001047,N,0.00,0.00,0.00,0.00,0.00,0.99
2020-02-26 10:07:12,001048,A,0.66,0.20,0.02,0.01,0.00,0.10
2020-02-26 10:11:20,001049,N,0.00,0.00,0.01,0.03,0.03,0.94
2020-02-26 10:12:51,001050,N,0.02,0.01,0.01,0.00,0.00,0.96
2020-02-26 10:23:47,001051,N,0.11,0.01,0.01,0.28,0.02,0.57
2020-02-26 10:31:54,001052,A,0.64,0.31,0.05,0.00,0.00,0.00
2020-02-26 10:32:12,001053,A,0.75,0.24,0.01,0.00,0.00,0.00
2020-02-26 10:35:04,001054,A,0.88,0.11,0.00,0.00,0.00,0.00
2020-02-26 10:46:23,001055,A,0.51,0.43,0.01,0.01,0.01,0.03
2020-02-26 10:51:35,001056,A,0.50,0.49,0.00,0.00,0.00,0.00
2020-02-26 10:56:46,001057,A,0.77,0.23,0.00,0.00,0.00,0.00
2020-02-26 10:57:54,001058,B,0.08,0.80,0.12,0.00,0.00,0.00
2020-02-26 10:58:24,001059,B,0.09,0.87,0.03,0.01,0.00,0.00
2020-02-26 10:59:33,001060,B,0.16,0.83,0.00,0.00,0.00,0.00
2020-02-26 11:04:24,001061,B,0.03,0.84,0.12,0.00,0.00,0.00
2020-02-26 11:05:00,001062,B,0.14,0.78,0.03,0.02,0.03,0.00
2020-02-26 11:05:21,001063,B,0.01,0.73,0.20,0.06,0.00,0.00
2020-02-26 11:06:15,001064,B,0.01,0.94,0.04,0.00,0.00,0.00
2020-02-26 11:06:20,001065,B,0.16,0.69,0.06,0.07,0.02,0.00
2020-02-26 11:06:29,001066,B,0.47,0.48,0.04,0.00,0.00,0.00
2020-02-26 11:07:34,001067,D,0.00,0.04,0.19,0.76,0.01,0.00
2020-02-26 11:07:48,001068,B,0.13,0.87,0.00,0.00,0.00,0.00
2020-02-26 11:10:59,001069,B,0.02,0.96,0.01,0.00,0.00,0.00
2020-02-26 11:15:15,001070,B,0.06,0.92,0.01,0.00,0.00,0.00
2020-02-26 11:16:26,001071,C,0.00,0.22,0.45,0.31,0.02,0.00
2020-02-26 11:18:38,001072,B,0.04,0.93,0.02,0.00,0.00,0.00
2020-02-26 11:18:55,001073,N,0.01,0.01,0.00,0.00,0.01,0.97
2020-02-26 11:19:12,001074,B,0.42,0.44,0.13,0.01,0.00,0.00
2020-02-26 11:28:28,001075,B,0.00,0.99,0.00,0.00,0.00,0.00
2020-02-26 11:46:18,001076,D,0.00,0.14,0.30,0.53,0.03,0.00
2020-02-26 11:53:37,001077,B,0.01,0.97,0.02,0.00,0.00,0.00
2020-02-26 12:01:18,001078,B,0.23,0.44,0.31,0.02,0.00,0.00
2020-02-26 12:04:05,001079,C,0.01,0.08,0.46,0.38,0.07,0.00
2020-02-26 12:05:56,001080,D,0.06,0.33,0.22,0.35,0.03,0.00
2020-02-26 12:06:04,001081,B,0.10,0.60,0.26,0.04,0.00,0.00
2020-02-26 12:09:52,001082,B,0.17,0.73,0.10,0.01,0.00,0.00
2020-02-26 12:12:03,001083,A,0.59,0.32,0.00,0.00,0.00,0.08
2020-02-26 12:14:11,001084,N,0.01,0.00,0.00,0.00,0.00,0.98
2020-02-26 12:21:46,001085,B,0.37,0.62,0.01,0.01,0.00,0.00
2020-02-26 12:21:55,001086,B,0.29,0.50,0.20,0.01,0.00,0.00
2020-02-26 12:22:45,001087,B,0.07,0.88,0.04,0.01,0.00,0.00
2020-02-26 12:23:29,001088,B,0.06,0.85,0.06,0.03,0.00,0.00
2020-02-26 12:24:03,001089,B,0.22,0.76,0.02,0.01,0.00,0.00
2020-02-26 12:24:58,001090,B,0.35,0.59,0.02,0.04,0.00,0.00
2020-02-26 12:25:15,001091,B,0.12,0.78,0.09,0.01,0.00,0.00
2020-02-26 12:25:44,001092,B,0.26,0.63,0.07,0.04,0.00,0.00
2020-02-26 12:27:11,001093,B,0.12,0.60,0.26,0.01,0.00,0.00
2020-02-26 12:28:16,001094,A,0.50,0.45,0.03,0.01,0.00,0.01
2020-02-26 12:29:26,001095,B,0.01,0.92,0.06,0.00,0.00,0.00
2020-02-26 12:30:44,001096,B,0.01,0.76,0.20,0.03,0.00,0.00
2020-02-26 12:31:02,001097,B,0.07,0.88,0.03,0.01,0.00,0.00
2020-02-26 12:32:36,001098,B,0.44,0.56,0.00,0.00,0.00,0.00
2020-02-26 12:34:52,001099,C,0.00,0.04,0.47,0.35,0.12,0.00
2020-02-26 12:35:26,001100,B,0.06,0.83,0.03,0.04,0.03,0.02
2020-02-26 12:36:11,001101,B,0.12,0.62,0.24,0.02,0.00,0.00
2020-02-26 12:37:31,001102,B,0.02,0.72,0.22,0.03,0.01,0.00
2020-02-26 12:42:25,001103,B,0.04,0.73,0.10,0.12,0.02,0.00
2020-02-26 12:42:35,001104,B,0.00,0.46,0.44,0.08,0.02,0.00
2020-02-26 12:42:39,001105,B,0.16,0.60,0.20,0.03,0.01,0.00
2020-02-26 12:45:59,001106,C,0.07,0.20,0.65,0.07,0.01,0.00
2020-02-26 12:46:08,001107,C,0.00,0.28,0.43,0.28,0.01,0.00
2020-02-26 12:46:14,001108,D,0.01,0.31,0.23,0.42,0.03,0.00
2020-02-26 12:46:17,001109,B,0.09,0.34,0.31,0.25,0.01,0.00
2020-02-26 12:46:43,001110,B,0.17,0.54,0.22,0.07,0.00,0.00
2020-02-26 12:50:14,001111,C,0.00,0.17,0.80,0.03,0.00,0.00
2020-02-26 12:52:06,001112,A,0.53,0.36,0.08,0.01,0.00,0.02
2020-02-26 12:52:13,001113,A,0.44,0.41,0.12,0.03,0.01,0.00
2020-02-26 12:52:31,001114,A,0.84,0.15,0.01,0.00,0.00,0.00
2020-02-26 12:52:36,001115,A,0.87,0.08,0.03,0.01,0.00,0.00
2020-02-26 12:52:55,001116,B,0.20,0.71,0.03,0.06,0.00,0.00
2020-02-26 12:53:00,001117,D,0.07,0.16,0.16,0.59,0.01,0.00
2020-02-26 12:53:05,001118,A,0.47,0.18,0.13,0.03,0.05,0.13
2020-02-26 12:53:28,001119,B,0.00,0.65,0.15,0.19,0.01,0.00
2020-02-26 12:53:38,001120,B,0.02,0.51,0.27,0.18,0.01,0.00
2020-02-26 12:55:54,001121,C,0.00,0.14,0.63,0.20,0.02,0.00
2020-02-26 12:56:08,001122,C,0.06,0.38,0.45,0.10,0.02,0.00
2020-02-26 12:58:40,001123,A,0.97,0.03,0.00,0.00,0.00,0.00
2020-02-26 13:00:04,001124,B,0.43,0.46,0.09,0.02,0.00,0.00
2020-02-26 13:00:07,001125,C,0.00,0.14,0.82,0.03,0.00,0.00
2020-02-26 13:00:16,001126,B,0.13,0.55,0.29,0.02,0.00,0.00
2020-02-26 13:00:23,001127,A,0.72,0.27,0.01,0.00,0.00,0.00
2020-02-26 13:01:10,001128,B,0.04,0.91,0.05,0.00,0.00,0.00
2020-02-26 13:06:34,001129,D,0.00,0.01,0.44,0.53,0.02,0.00
2020-02-26 13:06:41,001130,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-26 13:08:28,001131,C,0.10,0.34,0.54,0.01,0.00,0.00
2020-02-26 13:16:17,001132,B,0.17,0.64,0.19,0.00,0.00,0.00
2020-02-26 13:16:28,001133,C,0.00,0.44,0.55,0.00,0.00,0.00
2020-02-26 13:19:44,001134,D,0.00,0.00,0.35,0.55,0.09,0.00
2020-02-26 13:22:56,001135,C,0.00,0.02,0.70,0.27,0.00,0.00
2020-02-26 13:27:31,001136,C,0.00,0.00,0.75,0.17,0.07,0.00
2020-02-26 13:27:36,001137,D,0.00,0.00,0.13,0.85,0.02,0.00
2020-02-26 13:32:50,001138,D,0.00,0.05,0.19,0.76,0.00,0.00
2020-02-26 13:36:33,001139,C,0.21,0.23,0.35,0.20,0.01,0.00
2020-02-26 13:36:41,001140,C,0.00,0.01,0.65,0.34,0.01,0.00
2020-02-26 13:36:52,001141,B,0.09,0.47,0.42,0.01,0.00,0.01
2020-02-26 13:40:09,001142,C,0.00,0.01,0.72,0.26,0.02,0.00
2020-02-26 13:41:44,001143,C,0.00,0.03,0.81,0.15,0.01,0.00
2020-02-26 13:43:11,001144,A,0.54,0.35,0.10,0.01,0.00,0.00
2020-02-26 13:43:15,001145,A,0.59,0.06,0.19,0.06,0.01,0.09
2020-02-26 13:46:36,001146,A,0.91,0.08,0.01,0.00,0.00,0.00
2020-02-26 13:47:02,001147,B,0.03,0.93,0.04,0.00,0.00,0.00
2020-02-26 13:47:56,001148,A,0.41,0.36,0.06,0.11,0.06,0.00
2020-02-26 13:51:07,001149,C,0.04,0.05,0.77,0.13,0.00,0.00
2020-02-26 13:52:13,001150,A,0.90,0.09,0.00,0.00,0.00,0.00
2020-02-26 13:54:19,001151,C,0.00,0.03,0.84,0.08,0.05,0.00
2020-02-26 13:55:30,001152,A,0.76,0.06,0.03,0.00,0.01,0.15
2020-02-26 13:55:34,001153,C,0.18,0.13,0.38,0.29,0.03,0.00
2020-02-26 13:55:37,001154,A,0.55,0.26,0.13,0.03,0.02,0.01
2020-02-26 13:57:19,001155,C,0.14,0.32,0.53,0.01,0.00,0.00
2020-02-26 13:57:27,001156,B,0.03,0.76,0.19,0.01,0.00,0.01
2020-02-26 14:03:04,001157,C,0.00,0.02,0.86,0.11,0.00,0.00
2020-02-26 14:03:12,001158,B,0.01,0.60,0.35,0.02,0.01,0.00
2020-02-26 14:06:53,001159,C,0.02,0.14,0.82,0.01,0.00,0.00
2020-02-26 14:15:39,001160,C,0.01,0.26,0.56,0.15,0.02,0.00
2020-02-26 14:19:49,001161,A,0.58,0.06,0.14,0.12,0.06,0.03
2020-02-26 14:29:35,001162,B,0.24,0.54,0.21,0.01,0.00,0.00
2020-02-26 14:44:20,001163,N,0.02,0.00,0.00,0.00,0.00,0.98
2020-02-26 15:00:12,001164,A,0.92,0.07,0.00,0.00,0.00,0.00
2020-02-26 15:00:23,001165,D,0.00,0.03,0.04,0.50,0.42,0.00
2020-02-26 15:16:04,001166,N,0.01,0.00,0.00,0.00,0.00,0.99
2020-02-26 15:39:35,001167,N,0.01,0.00,0.00,0.00,0.01,0.98
2020-02-26 16:12:00,001168,B,0.03,0.53,0.28,0.15,0.02,0.00
2020-02-26 16:27:44,001169,A,0.70,0.05,0.00,0.01,0.00,0.23
2020-02-26 16:28:05,001170,B,0.14,0.83,0.02,0.01,0.00,0.00
2020-02-26 17:10:22,001171,B,0.31,0.55,0.01,0.03,0.01,0.08
2020-02-26 17:15:05,001172,C,0.00,0.15,0.74,0.08,0.02,0.00
2020-02-26 17:18:15,001173,C,0.00,0.06,0.66,0.25,0.04,0.00
2020-02-26 17:18:51,001174,B,0.01,0.85,0.08,0.02,0.01,0.03
2020-02-26 17:22:45,001175,B,0.05,0.85,0.07,0.01,0.01,0.01
2020-02-26 17:25:12,001176,B,0.01,0.88,0.11,0.01,0.00,0.00
2020-02-26 17:26:00,001177,B,0.04,0.64,0.30,0.02,0.00,0.00
2020-02-26 17:28:57,001178,B,0.07,0.69,0.21,0.02,0.00,0.01
2020-02-26 17:31:41,001179,B,0.11,0.83,0.03,0.03,0.00,0.00
2020-02-26 17:32:10,001180,B,0.01,0.44,0.37,0.15,0.02,0.00
2020-02-26 17:32:27,001181,B,0.00,0.72,0.21,0.05,0.01,0.00
2020-02-26 17:34:24,001182,D,0.00,0.26,0.16,0.56,0.02,0.00
2020-02-26 17:34:59,001183,A,0.73,0.25,0.01,0.00,0.00,0.02
2020-02-26 17:40:38,001184,B,0.02,0.85,0.11,0.01,0.00,0.00
2020-02-26 17:42:47,001185,B,0.03,0.89,0.07,0.01,0.00,0.00
2020-02-26 17:44:28,001186,A,0.65,0.35,0.00,0.00,0.00,0.00
2020-02-26 17:44:56,001187,A,0.90,0.09,0.00,0.00,0.00,0.00
2020-02-26 17:46:16,001188,B,0.19,0.71,0.04,0.04,0.00,0.02
2020-02-26 17:46:21,001189,D,0.01,0.28,0.22,0.42,0.07,0.00
2020-02-26 17:47:33,001190,B,0.41,0.58,0.01,0.00,0.00,0.00
2020-02-26 17:49:21,001191,C,0.00,0.10,0.58,0.27,0.05,0.00
2020-02-26 17:53:35,001192,D,0.00,0.02,0.24,0.46,0.29,0.00
2020-02-26 18:00:04,001193,A,0.90,0.09,0.00,0.00,0.00,0.01
2020-02-26 18:03:18,001194,B,0.10,0.58,0.24,0.06,0.01,0.00
2020-02-26 18:03:49,001195,A,0.77,0.22,0.01,0.00,0.00,0.00
2020-02-26 18:08:07,001196,B,0.40,0.55,0.04,0.00,0.00,0.00
2020-02-26 18:08:43,001197,B,0.23,0.61,0.12,0.04,0.01,0.00
2020-02-26 18:10:10,001198,A,0.96,0.03,0.00,0.00,0.00,0.00
2020-02-26 18:10:55,001199,B,0.22,0.61,0.14,0.01,0.02,0.01
2020-02-26 18:11:50,001200,B,0.26,0.64,0.04,0.04,0.01,0.00
2020-02-26 18:14:08,001201,C,0.06,0.30,0.55,0.07,0.01,0.00
2020-02-26 18:16:10,001202,B,0.00,0.72,0.13,0.13,0.02,0.01
2020-02-26 18:22:15,001203,B,0.21,0.51,0.23,0.03,0.02,0.00
2020-02-26 18:22:39,001204,C,0.00,0.36,0.52,0.09,0.02,0.00
2020-02-26 18:22:43,001205,C,0.00,0.22,0.67,0.10,0.01,0.00
2020-02-26 18:23:46,001206,B,0.00,0.59,0.17,0.23,0.01,0.00
2020-02-26 18:32:02,001207,B,0.12,0.81,0.06,0.02,0.00,0.00
2020-02-26 18:35:26,001208,B,0.06,0.91,0.03,0.00,0.00,0.00
2020-02-26 18:40:01,001209,B,0.02,0.94,0.03,0.01,0.00,0.00
2020-02-26 18:43:56,001210,A,0.49,0.46,0.04,0.00,0.00,0.00
2020-02-26 18:44:38,001211,B,0.00,0.93,0.05,0.02,0.00,0.00
2020-02-26 18:45:42,001212,A,0.74,0.18,0.01,0.03,0.00,0.03
2020-02-26 18:50:12,001213,A,0.33,0.16,0.24,0.19,0.06,0.02
2020-02-26 18:54:47,001214,B,0.00,0.84,0.09,0.05,0.01,0.00
2020-02-26 18:54:57,001215,B,0.09,0.67,0.21,0.03,0.00,0.00
2020-02-26 18:55:47,001216,D,0.00,0.15,0.22,0.49,0.05,0.08
2020-02-26 18:55:56,001217,D,0.03,0.11,0.21,0.44,0.17,0.04
2020-02-26 18:57:11,001218,C,0.25,0.32,0.41,0.01,0.01,0.00
2020-02-26 18:57:35,001219,A,0.56,0.40,0.03,0.00,0.01,0.00
2020-02-26 18:57:46,001220,A,0.60,0.39,0.01,0.00,0.00,0.00
2020-02-26 18:59:15,001221,B,0.35,0.57,0.07,0.01,0.00,0.00
2020-02-26 19:06:01,001222,B,0.09,0.83,0.08,0.01,0.00,0.00
2020-02-26 19:08:26,001223,B,0.46,0.51,0.02,0.00,0.00,0.00
2020-02-26 19:10:59,001224,B,0.02,0.88,0.07,0.03,0.01,0.00
2020-02-26 19:23:00,001225,C,0.01,0.24,0.71,0.02,0.01,0.00
2020-02-26 19:23:08,001226,B,0.00,0.68,0.31,0.01,0.00,0.00
2020-02-26 19:27:09,001227,C,0.00,0.01,0.48,0.37,0.13,0.00
2020-02-26 19:36:21,001228,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-02-26 19:36:40,001229,D,0.00,0.05,0.20,0.63,0.11,0.00
2020-02-26 19:42:15,001230,A,0.89,0.10,0.01,0.00,0.00,0.00
2020-02-26 19:44:44,001231,A,0.60,0.23,0.09,0.04,0.03,0.00
2020-02-26 19:49:38,001232,D,0.00,0.01,0.21,0.69,0.09,0.00
2020-02-26 19:49:45,001233,C,0.00,0.02,0.66,0.27,0.04,0.00
2020-02-26 19:55:00,001234,C,0.02,0.31,0.65,0.02,0.00,0.00
2020-02-26 19:57:33,001235,B,0.00,0.80,0.17,0.02,0.00,0.01
2020-02-26 20:02:06,001236,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-02-26 20:02:37,001237,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-02-26 20:02:40,001238,N,0.01,0.00,0.00,0.00,0.00,0.99
2020-02-26 22:44:47,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-26 22:46:44,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-26 22:48:34,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-26 23:03:08,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-27 07:03:11,001242,N,0.00,0.00,0.00,0.00,0.00,0.99
2020-02-27 07:45:47,001243,A,0.48,0.43,0.02,0.06,0.01,0.00
2020-02-27 07:45:51,001244,B,0.11,0.51,0.22,0.15,0.00,0.00
2020-02-27 07:49:29,001245,D,0.00,0.01,0.46,0.52,0.01,0.00
2020-02-27 07:50:16,001246,D,0.00,0.01,0.32,0.63,0.04,0.00
2020-02-27 07:50:34,001247,B,0.21,0.71,0.08,0.00,0.00,0.00
2020-02-27 07:53:05,001248,C,0.03,0.14,0.63,0.20,0.01,0.00
2020-02-27 07:53:48,001249,A,0.95,0.02,0.01,0.02,0.00,0.00
2020-02-27 07:54:43,001250,B,0.20,0.58,0.17,0.04,0.01,0.00
2020-02-27 07:54:56,001251,C,0.03,0.32,0.62,0.03,0.00,0.00
2020-02-27 07:56:54,001252,D,0.03,0.19,0.11,0.64,0.03,0.00
2020-02-27 07:57:14,001253,C,0.00,0.17,0.63,0.13,0.06,0.00
2020-02-27 08:02:10,001254,B,0.15,0.34,0.26,0.13,0.10,0.01
2020-02-27 08:31:30,001255,A,0.61,0.19,0.12,0.05,0.03,0.00
2020-02-27 08:37:23,001256,A,0.47,0.28,0.07,0.07,0.11,0.00
2020-02-27 08:37:30,001257,A,0.43,0.34,0.08,0.13,0.02,0.00
2020-02-27 08:54:36,001258,D,0.02,0.27,0.23,0.45,0.03,0.01
2020-02-27 08:54:45,001259,B,0.00,0.63,0.14,0.21,0.02,0.00
2020-02-27 08:55:07,001260,N,0.04,0.00,0.00,0.01,0.00,0.94
2020-02-27 08:58:10,001261,B,0.29,0.50,0.08,0.10,0.01,0.01
2020-02-27 09:02:00,001262,B,0.01,0.54,0.44,0.01,0.00,0.00
2020-02-27 09:03:43,001263,N,0.03,0.00,0.01,0.02,0.00,0.94
2020-02-27 09:03:50,001264,B,0.02,0.60,0.36,0.02,0.00,0.00
2020-02-27 09:09:32,001265,C,0.00,0.25,0.66,0.05,0.04,0.00
2020-02-27 09:09:51,001266,C,0.01,0.05,0.79,0.12,0.04,0.00
2020-02-27 09:14:57,001267,B,0.22,0.75,0.03,0.00,0.00,0.00
2020-02-27 09:17:15,001268,D,0.01,0.22,0.23,0.41,0.13,0.00
2020-02-27 09:19:46,001269,C,0.02,0.37,0.46,0.13,0.02,0.00
2020-02-27 09:20:29,001270,C,0.00,0.13,0.81,0.05,0.00,0.00
2020-02-27 09:22:12,001271,D,0.31,0.05,0.06,0.48,0.10,0.01
2020-02-27 09:22:20,001272,B,0.08,0.46,0.25,0.20,0.00,0.00
2020-02-27 09:24:00,001273,C,0.05,0.26,0.33,0.33,0.02,0.01
2020-02-27 09:25:21,001274,B,0.11,0.52,0.11,0.23,0.03,0.00
2020-02-27 09:34:52,001275,B,0.05,0.45,0.40,0.08,0.01,0.00
2020-02-27 09:45:05,001276,B,0.41,0.54,0.04,0.00,0.00,0.00
2020-02-27 09:53:20,001277,B,0.02,0.68,0.21,0.10,0.00,0.00
2020-02-27 10:06:13,001278,B,0.32,0.65,0.02,0.00,0.01,0.00
2020-02-27 10:06:19,001279,B,0.30,0.70,0.00,0.00,0.00,0.00
2020-02-27 15:44:01,000107,C,0.02,0.25,0.35,0.33,0.05,0.00
2020-02-27 15:46:07,001281,A,0.89,0.10,0.00,0.00,0.00,0.00
2020-02-27 15:46:58,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-27 15:50:52,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-27 15:51:10,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-27 10:55:45,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-27 10:59:25,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-27 10:59:58,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 11:04:47,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 11:05:30,001282,B,0.03,0.38,0.37,0.16,0.06,0.00
